Sort ,State,FIPS,County,County Seat(s),Population,Land Area,Land Area,Water Area,Water Area,Total Area,Total Area,Latitude,Longitude
240,CA,06107,Tulare,Visalia,442179,4824.215,4824.215,14.437,14.437,4838.652,4838.652,36.230453,118.780542
241,CA,06109,Tuolumne,Sonora,55365,2220.884,2220.884,53.546,53.546,2274.430,2274.430,38.021451,119.964708
242,CA,06111,Ventura,Ventura,823318,1843.133,1843.133,365.249,365.249,2208.382,2208.382,34.358742,119.133143
243,CA,06113,Yolo,Woodland,200849,1014.689,1014.689,8.868,8.868,1023.557,1023.557,38.679268,121.903178
244,CA,06115,Yuba,Marysville,72155,631.839,631.839,11.969,11.969,643.808,643.808,39.270026,121.344280
245,CO,08001,Adams,Brighton,441603,1167.653,1167.653,16.243,16.243,1183.896,1183.896,39.874325,104.331872
246,CO,08003,Alamosa,Alamosa,15445,722.643,722.643,0.698,0.698,723.341,723.341,37.568442,105.788041
247,CO,08005,Arapahoe,Littleton,572003,798.100,798.100,7.337,7.337,805.437,805.437,39.644632,104.331733
248,CO,08007,Archuleta,Pagosa Springs,12084,1350.175,1350.175,5.339,5.339,1355.514,1355.514,37.202395,107.050863
249,CO,08009,Baca,Springfield,3788,2554.967,2554.967,2.372,2.372,2557.339,2557.339,37.303144,102.535457
250,CO,08011,Bent,Las Animas,6499,1512.861,1512.861,28.222,28.222,1541.083,1541.083,37.931891,103.077584
251,CO,08013,Boulder,Boulder,294567,726.289,726.289,14.081,14.081,740.370,740.370,40.094826,105.398382
252,CO,08014,Broomfield,Broomfield,55889,33.034,33.034,0.566,0.566,33.600,33.600,39.953383,105.052125
253,CO,08015,Chaffee,Salida,17809,1013.403,1013.403,1.550,1.550,1014.953,1014.953,38.738246,106.316972
254,CO,08017,Cheyenne,Cheyenne Wells,1836,1778.276,1778.276,3.153,3.153,1781.429,1781.429,38.835387,102.604585
255,CO,08019,Clear Creek,Georgetown,9088,395.227,395.227,1.266,1.266,396.493,396.493,39.689403,105.670791
256,CO,08021,Conejos,Conejos,8256,1287.391,1287.391,3.566,3.566,1290.957,1290.957,37.213407,106.176447
257,CO,08023,Costilla,San Luis,3524,1226.952,1226.952,3.409,3.409,1230.361,1230.361,37.277547,105.428940
258,CO,08025,Crowley,Ordway,5823,787.421,787.421,12.908,12.908,800.329,800.329,38.321956,103.787562
259,CO,08027,Custer,Westcliffe,4255,738.625,738.625,1.299,1.299,739.924,739.924,38.101994,105.373515
260,CO,08029,Delta,Delta,30952,1142.050,1142.050,6.549,6.549,1148.599,1148.599,38.861756,107.864757
261,CO,08031,Denver,Denver,600158,153.000,153.000,1.631,1.631,154.631,154.631,39.761849,104.880625
262,CO,08033,Dolores,Dove Creek,2064,1067.051,1067.051,1.049,1.049,1068.100,1068.100,37.747602,108.530383
263,CO,08035,Douglas,Castle Rock,285465,840.248,840.248,2.621,2.621,842.869,842.869,39.326435,104.926199
264,CO,08037,Eagle,Eagle,52197,1684.530,1684.530,7.261,7.261,1691.791,1691.791,39.630638,106.692944
265,CO,08039,Elbert,Colorado Springs,23086,1850.847,1850.847,0.171,0.171,1851.018,1851.018,39.310817,104.117928
266,CO,08041,El Paso,Kiowa,622263,2126.801,2126.801,2.746,2.746,2129.547,2129.547,38.827383,104.527472
267,CO,08043,Fremont,Cañon City,46824,1533.068,1533.068,0.863,0.863,1533.931,1533.931,38.455658,105.421438
268,CO,08045,Garfield,Glenwood Springs,56389,2947.563,2947.563,8.274,8.274,2955.837,2955.837,39.599352,107.909780
269,CO,08047,Gilpin,Central City,5441,149.896,149.896,0.364,0.364,150.260,150.260,39.861082,105.528947
270,CO,08049,Grand,Hot Sulphur Springs,14843,1846.330,1846.330,23.263,23.263,1869.593,1869.593,40.123289,106.095876
271,CO,08051,Gunnison,Gunnison,15324,3239.100,3239.100,20.530,20.530,3259.630,3259.630,38.669679,107.078108
272,CO,08053,Hinsdale,Lake City,843,1117.251,1117.251,5.917,5.917,1123.168,1123.168,37.811625,107.383405
273,CO,08055,Huerfano,Walsenburg,6711,1591.001,1591.001,2.236,2.236,1593.237,1593.237,37.687815,104.959928
274,CO,08057,Jackson,Walden,1394,1613.723,1613.723,7.239,7.239,1620.962,1620.962,40.663432,106.329248
275,CO,08059,Jefferson,Golden,534543,764.208,764.208,9.825,9.825,774.033,774.033,39.586460,105.245601
276,CO,08061,Kiowa,Eads,1398,1767.767,1767.767,18.160,18.160,1785.927,1785.927,38.388466,102.756210
277,CO,08063,Kit Carson,Burlington,8270,2160.822,2160.822,0.869,0.869,2161.691,2161.691,39.305340,102.603023
278,CO,08065,Lake,Durango,7310,376.911,376.911,6.998,6.998,383.909,383.909,39.204316,106.349696
279,CO,08067,La Plata,Leadville,51334,1692.078,1692.078,7.629,7.629,1699.707,1699.707,37.287367,107.839718
280,CO,08069,Larimer,Fort Collins,299630,2596.002,2596.002,37.952,37.952,2633.954,2633.954,40.663091,105.482131
281,CO,08071,Las Animas,Trinidad,15507,4772.672,4772.672,2.676,2.676,4775.348,4775.348,37.318831,104.044110
282,CO,08073,Lincoln,Hugo,5467,2577.626,2577.626,8.796,8.796,2586.422,2586.422,38.993740,103.507555
283,CO,08075,Logan,Sterling,22709,1838.547,1838.547,6.318,6.318,1844.865,1844.865,40.728091,103.090464
284,CO,08077,Mesa,Grand Junction,146723,3328.974,3328.974,12.149,12.149,3341.123,3341.123,39.019492,108.461837
285,CO,08079,Mineral,Creede,712,875.666,875.666,2.016,2.016,877.682,877.682,37.651478,106.932300
286,CO,08081,Moffat,Craig,13795,4743.290,4743.290,7.622,7.622,4750.912,4750.912,40.573984,108.204521
287,CO,08083,Montezuma,Cortez,25535,2029.527,2029.527,10.624,10.624,2040.151,2040.151,37.338025,108.595786
288,CO,08085,Montrose,Montrose,41276,2240.695,2240.695,1.901,1.901,2242.596,2242.596,38.413427,108.263042
289,CO,08087,Morgan,Fort Morgan,28159,1280.433,1280.433,13.310,13.310,1293.743,1293.743,40.262354,103.807092
290,CO,08089,Otero,La Junta,18831,1261.961,1261.961,7.742,7.742,1269.703,1269.703,37.884170,103.721260
291,CO,08091,Ouray,Ouray,4436,541.593,541.593,0.618,0.618,542.211,542.211,38.150600,107.767133
292,CO,08093,Park,Fairplay,16206,2193.846,2193.846,16.807,16.807,2210.653,2210.653,39.118914,105.717648
293,CO,08095,Phillips,Holyoke,4442,687.928,687.928,0.117,0.117,688.045,688.045,40.594712,102.345105
294,CO,08097,Pitkin,Aspen,17148,970.697,970.697,2.498,2.498,973.195,973.195,39.217533,106.915943
295,CO,08099,Prowers,Lamar,12551,1638.395,1638.395,5.928,5.928,1644.323,1644.323,37.958181,102.392161
296,CO,08101,Pueblo,Pueblo,159063,2386.104,2386.104,11.691,11.691,2397.795,2397.795,38.170658,104.489893
297,CO,08103,Rio Blanco,Meeker,6666,3220.934,3220.934,1.880,1.880,3222.814,3222.814,39.972606,108.200685
298,CO,08105,Rio Grande,Del Norte,11982,911.958,911.958,0.380,0.380,912.338,912.338,37.485763,106.453214
299,CO,08107,Routt,Steamboat Springs,23509,2362.026,2362.026,6.110,6.110,2368.136,2368.136,40.483160,106.985289
300,CO,08109,Saguache,Saguache,6108,3168.525,3168.525,1.720,1.720,3170.245,3170.245,38.033952,106.246675
301,CO,08111,San Juan,Silverton,699,387.488,387.488,0.786,0.786,388.274,388.274,37.781075,107.670257
302,CO,08113,San Miguel,Telluride,7359,1286.611,1286.611,2.013,2.013,1288.624,1288.624,38.009374,108.427326
303,CO,08115,Sedgwick,Julesburg,2379,548.041,548.041,1.363,1.363,549.404,549.404,40.871568,102.355358
304,CO,08117,Summit,Breckenridge,27994,608.358,608.358,10.920,10.920,619.278,619.278,39.621023,106.137555
305,CO,08119,Teller,Cripple Creek,23350,557.055,557.055,1.909,1.909,558.964,558.964,38.871994,105.182552
306,CO,08121,Washington,Akron,4814,2518.031,2518.031,5.872,5.872,2523.903,2523.903,39.965413,103.209605
307,CO,08123,Weld,Greeley,252825,3987.238,3987.238,29.558,29.558,4016.796,4016.796,40.555794,104.383649
308,CO,08125,Yuma,Wray,10043,2364.405,2364.405,4.299,4.299,2368.704,2368.704,40.000631,102.422649
309,CT,09001,Fairfield,Bridgeport,916829,624.890,624.890,212.033,212.033,836.923,836.923,41.228103,73.366757
310,CT,09003,Hartford,Hartford,894014,735.097,735.097,15.527,15.527,750.624,750.624,41.806053,72.732916
311,CT,09005,Litchfield,Litchfield,189927,920.560,920.560,24.002,24.002,944.562,944.562,41.791897,73.235428
312,CT,09007,Middlesex,Middletown,165676,369.301,369.301,69.762,69.762,439.063,439.063,41.434525,72.524227
313,CT,09009,New Haven,New Haven,862477,604.506,604.506,257.551,257.551,862.057,862.057,41.349717,72.900204
314,CT,09011,New London,New London,274055,664.878,664.878,106.821,106.821,771.699,771.699,41.478630,72.103452
315,CT,09013,Tolland,Rockville,152691,410.214,410.214,6.833,6.833,417.047,417.047,41.858076,72.340977
316,CT,09015,Windham,Willimantic,118428,512.910,512.910,8.530,8.530,521.440,521.440,41.824999,71.990702
317,DE,10001,Kent,Dover,162310,586.179,586.179,212.152,212.152,798.331,798.331,39.097088,75.502982
318,DE,10003,New Castle,Wilmington,538479,426.286,426.286,67.717,67.717,494.003,494.003,39.575915,75.644132
319,DE,10005,Sussex,Georgetown,197145,936.079,936.079,260.312,260.312,1196.391,1196.391,38.677511,75.335495
320,DC,11001,District of Columbia,Washington,601723,61.048,61.048,7.292,7.292,68.340,68.340,38.904149,77.017094
321,FL,12001,Alachua,Gainesville,247336,875.020,875.020,93.788,93.788,968.808,968.808,29.675740,82.357221
322,FL,12003,Baker,Macclenny,27115,585.231,585.231,3.740,3.740,588.971,588.971,30.324442,82.302284
323,FL,12005,Bay,Panama City,168852,758.459,758.459,274.694,274.694,1033.153,1033.153,30.237563,85.631348
324,FL,12007,Bradford,Starke,28520,293.962,293.962,6.527,6.527,300.489,300.489,29.946934,82.166796
325,FL,12009,Brevard,Titusville,543376,1015.664,1015.664,541.331,541.331,1556.995,1556.995,28.298276,80.700384
326,FL,12011,Broward,Fort Lauderdale,1748066,1209.785,1209.785,113.077,113.077,1322.862,1322.862,26.193520,80.476658
327,FL,12013,Calhoun,Blountstown,14625,567.334,567.334,6.979,6.979,574.313,574.313,30.388801,85.197916
328,FL,12015,Charlotte,Punta Gorda,159978,680.279,680.279,178.022,178.022,858.301,858.301,26.868826,81.940858
329,FL,12017,Citrus,Inverness,141236,581.696,581.696,191.598,191.598,773.294,773.294,28.843628,82.524796
330,FL,12019,Clay,Green Cove Springs,190865,604.360,604.360,39.188,39.188,643.548,643.548,29.987116,81.858147
331,FL,12021,Collier,East Naples,321520,1998.324,1998.324,306.691,306.691,2305.015,2305.015,26.118713,81.400884
332,FL,12023,Columbia,Lake City,67531,797.574,797.574,3.754,3.754,801.328,801.328,30.221305,82.623127
333,FL,12027,DeSoto,Arcadia,34862,637.059,637.059,2.423,2.423,639.482,639.482,27.190581,81.806253
334,FL,12029,Dixie,Cross City,16422,705.053,705.053,158.597,158.597,863.650,863.650,29.580899,83.195666
335,FL,12031,Duval,Jacksonville,864263,762.192,762.192,156.260,156.260,918.452,918.452,30.335245,81.648113
336,FL,12033,Escambia,Pensacola,297619,656.461,656.461,218.243,218.243,874.704,874.704,30.611664,87.339040
337,FL,12035,Flagler,Bunnell,95696,485.461,485.461,85.364,85.364,570.825,570.825,29.474894,81.286362
338,FL,12037,Franklin,Apalachicola,11549,534.725,534.725,491.769,491.769,1026.494,1026.494,29.810176,84.799174
339,FL,12039,Gadsden,Quincy,46389,516.332,516.332,12.196,12.196,528.528,528.528,30.579170,84.612783
340,FL,12041,Gilchrist,Trenton,16939,349.677,349.677,5.562,5.562,355.239,355.239,29.723456,82.795801
341,FL,12043,Glades,Moore Haven,12884,806.009,806.009,180.839,180.839,986.848,986.848,26.954810,81.190820
342,FL,12045,Gulf,Port St. Joe,15863,564.012,564.012,191.549,191.549,755.561,755.561,29.907257,85.256537
343,FL,12047,Hamilton,Jasper,14799,513.790,513.790,5.266,5.266,519.056,519.056,30.491102,82.951049
344,FL,12049,Hardee,Wauchula,27731,637.783,637.783,0.556,0.556,638.339,638.339,27.492846,81.821580
345,FL,12051,Hendry,LaBelle,39140,1152.750,1152.750,37.246,37.246,1189.996,1189.996,26.539340,81.151584
346,FL,12053,Hernando,Brooksville,172778,472.539,472.539,116.483,116.483,589.022,589.022,28.567911,82.464835
347,FL,12055,Highlands,Sebring,98786,1016.615,1016.615,89.420,89.420,1106.035,1106.035,27.342627,81.340921
348,FL,12057,Hillsborough,Tampa,1229226,1020.214,1020.214,245.551,245.551,1265.765,1265.765,27.906590,82.349568
349,FL,12059,Holmes,Bonifay,19927,478.777,478.777,10.270,10.270,489.047,489.047,30.866222,85.812959
350,FL,12061,Indian River,Vero Beach,138028,502.872,502.872,114.134,114.134,617.006,617.006,27.700638,80.574803
351,FL,12063,Jackson,Marianna,49746,917.760,917.760,36.804,36.804,954.564,954.564,30.787812,85.210374
352,FL,12065,Jefferson,Monticello,14761,598.095,598.095,38.440,38.440,636.535,636.535,30.424558,83.890859
353,FL,12067,Lafayette,Mayo,8870,543.411,543.411,4.497,4.497,547.908,547.908,29.990066,83.178510
354,FL,12069,Lake,Tavares,297052,938.381,938.381,218.583,218.583,1156.964,1156.964,28.764113,81.712282
355,FL,12071,Lee,Fort Myers,618754,784.513,784.513,427.948,427.948,1212.461,1212.461,26.552134,81.892250
356,FL,12073,Leon,Tallahassee,275487,666.852,666.852,34.937,34.937,701.789,701.789,30.459310,84.277800
357,FL,12075,Levy,Bronson,40801,1118.206,1118.206,294.589,294.589,1412.795,1412.795,29.284409,82.783483
358,FL,12077,Liberty,Bristol,8365,835.562,835.562,7.561,7.561,843.123,843.123,30.259849,84.868581
359,FL,12079,Madison,Madison,19224,695.948,695.948,19.735,19.735,715.683,715.683,30.447228,83.470437
360,FL,12081,Manatee,Bradenton,322833,742.931,742.931,149.748,149.748,892.679,892.679,27.481386,82.365784
361,FL,12083,Marion,Ocala,331298,1584.546,1584.546,78.064,78.064,1662.610,1662.610,29.202805,82.043100
362,FL,12085,Martin,Stuart,146318,543.464,543.464,209.365,209.365,752.829,752.829,27.079954,80.398211
363,FL,12086,MiamiDade,Miami,2496435,1897.716,1897.716,533.467,533.467,2431.183,2431.183,25.610494,80.499045
364,FL,12087,Monroe,Key West,73090,983.282,983.282,2754.242,2754.242,3737.524,3737.524,25.601043,81.206777
365,FL,12089,Nassau,Fernandina Beach,73314,648.639,648.639,77.282,77.282,725.921,725.921,30.605926,81.764929
366,FL,12091,Okaloosa,Crestview,180822,930.247,930.247,151.831,151.831,1082.078,1082.078,30.665858,86.594194
367,FL,12093,Okeechobee,Okeechobee,39996,768.908,768.908,122.999,122.999,891.907,891.907,27.385592,80.887388
368,FL,12095,Orange,Orlando,1145956,903.429,903.429,99.831,99.831,1003.260,1003.260,28.514435,81.323295
369,FL,12097,Osceola,Kissimmee,268685,1327.453,1327.453,178.453,178.453,1505.906,1505.906,28.059027,81.139312
370,FL,12099,Palm Beach,West Palm Beach,1320134,1969.763,1969.763,413.246,413.246,2383.009,2383.009,26.645763,80.448673
371,FL,12101,Pasco,Dade City,464697,746.886,746.886,121.568,121.568,868.454,868.454,28.302024,82.455707
372,FL,12103,Pinellas,Clearwater,916542,273.799,273.799,334.328,334.328,608.127,608.127,27.903122,82.739518
373,FL,12105,Polk,Bartow,602095,1797.837,1797.837,212.714,212.714,2010.551,2010.551,27.953115,81.692783
374,FL,12107,Putnam,Palatka,74364,727.622,727.622,99.299,99.299,826.921,826.921,29.606006,81.740894
375,FL,12109,St. Johns,Milton,190039,600.655,600.655,220.870,220.870,821.525,821.525,29.890593,81.383914
376,FL,12111,St. Lucie,Sarasota,277789,571.926,571.926,116.181,116.181,688.107,688.107,27.380775,80.443364
377,FL,12113,Santa Rosa,Sanford,151372,1011.605,1011.605,162.173,162.173,1173.778,1173.778,30.703633,87.014255
378,FL,12115,Sarasota,St. Augustine,379448,555.868,555.868,169.476,169.476,725.344,725.344,27.184386,82.365835
379,FL,12117,Seminole,Fort Pierce,422718,309.221,309.221,36.073,36.073,345.294,345.294,28.690079,81.131980
380,FL,12119,Sumter,Bushnell,93420,546.933,546.933,32.893,32.893,579.826,579.826,28.714294,82.074715
381,FL,12121,Suwannee,Live Oak,41551,688.552,688.552,3.704,3.704,692.256,692.256,30.189244,82.992754
382,FL,12123,Taylor,Perry,22570,1043.305,1043.305,188.896,188.896,1232.201,1232.201,30.016943,83.616417
383,FL,12125,Union,Lake Butler,15535,243.556,243.556,6.197,6.197,249.753,249.753,30.054280,82.366918
384,FL,12127,Volusia,DeLand,494593,1101.032,1101.032,331.404,331.404,1432.436,1432.436,29.057617,81.161813
385,FL,12129,Wakulla,Crawfordville,30776,606.419,606.419,129.307,129.307,735.726,735.726,30.140378,84.375136
386,FL,12131,Walton,De Funiak Springs,55043,1037.625,1037.625,201.970,201.970,1239.595,1239.595,30.631211,86.176614
387,FL,12133,Washington,Chipley,24896,582.803,582.803,33.151,33.151,615.954,615.954,30.602217,85.662797
388,GA,13001,Appling,Baxley,18236,507.081,507.081,5.180,5.180,512.261,512.261,31.739712,82.290103
389,GA,13003,Atkinson,Pearson,8375,339.382,339.382,5.152,5.152,344.534,344.534,31.300562,82.883614
390,GA,13005,Bacon,Alma,11096,258.576,258.576,27.247,27.247,285.823,285.823,31.563327,82.387859
391,GA,13007,Baker,Newton,3451,341.944,341.944,7.195,7.195,349.139,349.139,31.319622,84.454857
392,GA,13009,Baldwin,Milledgeville,45720,257.844,257.844,9.567,9.567,267.411,267.411,33.059532,83.255362
393,GA,13011,Banks,Homer,18395,232.091,232.091,1.796,1.796,233.887,233.887,34.351922,83.498441
394,GA,13013,Barrow,Winder,69367,160.309,160.309,2.632,2.632,162.941,162.941,33.992009,83.712303
395,GA,13015,Bartow,Cartersville,100157,459.544,459.544,10.569,10.569,470.113,470.113,34.240918,84.838188
396,GA,13017,Ben Hill,Fitzgerald,17634,250.121,250.121,3.787,3.787,253.908,253.908,31.740776,83.147190
397,GA,13019,Berrien,Nashville,19286,451.897,451.897,5.986,5.986,457.883,457.883,31.274308,83.231906
398,GA,13021,Bibb,Macon,155547,249.762,249.762,5.604,5.604,255.366,255.366,32.808844,83.694193
399,GA,13023,Bleckley,Cochran,13063,215.870,215.870,3.262,3.262,219.132,219.132,32.435403,83.331717
400,GA,13025,Brantley,Nahunta,18411,442.362,442.362,4.840,4.840,447.202,447.202,31.197334,81.982978
401,GA,13027,Brooks,Quitman,16243,493.046,493.046,4.755,4.755,497.801,497.801,30.833696,83.588971
402,GA,13029,Bryan,Pembroke,30233,435.967,435.967,18.489,18.489,454.456,454.456,32.017969,81.438543
403,GA,13031,Bulloch,Statesboro,70217,672.809,672.809,15.816,15.816,688.625,688.625,32.393408,81.743810
404,GA,13033,Burke,Waynesboro,23316,826.968,826.968,8.015,8.015,834.983,834.983,33.063737,82.003890
405,GA,13035,Butts,Jackson,23655,184.393,184.393,3.648,3.648,188.041,188.041,33.290355,83.958221
406,GA,13037,Calhoun,Morgan,6694,280.367,280.367,3.211,3.211,283.578,283.578,31.521279,84.626290
407,GA,13039,Camden,Woodbine,50513,613.025,613.025,168.840,168.840,781.865,781.865,30.916358,81.636516
408,GA,13043,Candler,Metter,10998,243.044,243.044,5.814,5.814,248.858,248.858,32.403986,82.071446
409,GA,13045,Carroll,Carrollton,110527,499.076,499.076,4.760,4.760,503.836,503.836,33.582237,85.080527
410,GA,13047,Catoosa,Ringgold,63942,162.159,162.159,0.301,0.301,162.460,162.460,34.899393,85.137353
411,GA,13049,Charlton,Folkston,12171,773.576,773.576,8.798,8.798,782.374,782.374,30.779904,82.139644
412,GA,13051,Chatham,Savannah,265128,426.437,426.437,205.826,205.826,632.263,632.263,31.974756,81.091768
413,GA,13053,Chattahoochee,Cusseta,11267,248.736,248.736,2.430,2.430,251.166,251.166,32.347445,84.788021
414,GA,13055,Chattooga,Summerville,26015,313.338,313.338,0.220,0.220,313.558,313.558,34.474179,85.345289
415,GA,13057,Cherokee,Canton,214346,421.674,421.674,12.732,12.732,434.406,434.406,34.244317,84.475057
416,GA,13059,Clarke,Athens,116714,119.200,119.200,1.835,1.835,121.035,121.035,33.952234,83.367130
417,GA,13061,Clay,Fort Gaines,3183,195.381,195.381,21.853,21.853,217.234,217.234,31.619831,84.992583
418,GA,13063,Clayton,Jonesboro,259424,141.570,141.570,2.762,2.762,144.332,144.332,33.552242,84.412977
419,GA,13065,Clinch,Homerville,6798,800.222,800.222,23.771,23.771,823.993,823.993,30.917653,82.702614
420,GA,13067,Cobb,Marietta,688078,339.549,339.549,4.969,4.969,344.518,344.518,33.939940,84.574166
421,GA,13069,Coffee,Douglas,42356,575.097,575.097,27.553,27.553,602.650,602.650,31.549245,82.844938
422,GA,13071,Colquitt,Moultrie,45498,544.153,544.153,12.486,12.486,556.639,556.639,31.189758,83.769741
423,GA,13073,Columbia,Appling,124053,290.090,290.090,17.515,17.515,307.605,307.605,33.550556,82.251342
424,GA,13075,Cook,Adel,17212,227.162,227.162,6.041,6.041,233.203,233.203,31.152935,83.429552
425,GA,13077,Coweta,Newnan,127317,440.892,440.892,4.925,4.925,445.817,445.817,33.352897,84.762138
426,GA,13079,Crawford,Knoxville,12630,324.888,324.888,1.565,1.565,326.453,326.453,32.709446,83.979182
